forecast_id,region,seasonality_index,discount_pct,forecast_accurate
996,B,248.53,0.297,0
997,A,69.52,0.428,0
998,B,483.0,0.247,1
999,C,210.33,0.022,0
1000,C,392.27,0.117,1
1001,D,339.27,0.155,1
1002,B,282.42,0.461,1
1003,D,388.86,0.242,1
1004,A,238.33,0.138,0
1005,D,25.85,0.391,0
1006,D,311.48,0.113,1
1007,D,30.91,0.257,0
1008,A,68.08,0.321,0
1009,D,410.19,0.344,1
1010,D,449.18,0.409,1
1011,A,388.75,0.295,1
1012,D,85.75,0.26,0
1013,C,381.12,0.043,1
1014,A,232.6,0.184,0
1015,D,239.33,0.129,0
1016,A,490.59,0.308,1
1017,B,338.78,0.336,1
1018,A,78.94,0.371,0
1019,A,86.21,0.468,0
1020,D,378.27,0.049,1
1021,A,220.07,0.214,0
1022,D,304.71,0.28,1
1023,D,415.07,0.413,1
1024,A,492.68,0.252,1
1025,A,111.7,0.011,0
1026,D,350.8,0.245,1
1027,C,109.88,0.381,0
1028,B,312.9,0.279,1
1029,B,110.99,0.283,0
1030,A,489.82,0.142,1
1031,B,334.21,0.202,1
1032,B,249.26,0.472,0
1033,D,159.87,0.249,0
1034,C,439.41,0.237,1
1035,C,227.75,0.106,0
1036,A,78.1,0.226,0
1037,B,385.9,0.19,1
1038,A,140.81,0.278,0
1039,C,62.9,0.23,0
1040,B,139.77,0.402,0
1041,C,355.71,0.354,1
1042,C,375.47,0.394,1
1043,D,99.71,0.346,0
1044,D,71.97,0.049,0
1045,B,482.33,0.491,1
1046,C,491.79,0.211,1
1047,C,311.92,0.226,1
1048,D,313.73,0.322,1
1049,B,302.63,0.064,1
1050,B,329.01,0.151,1
1051,D,61.62,0.37,0
1052,A,74.68,0.233,0
1053,C,36.04,0.468,0
1054,A,136.42,0.199,0
1055,B,203.54,0.207,0
1056,A,348.87,0.486,1
1057,A,380.07,0.145,1
1058,B,370.63,0.074,1
1059,C,195.81,0.456,0
1060,D,402.7,0.314,1
1061,C,171.2,0.154,0
1062,A,387.86,0.002,1
1063,A,465.02,0.009,1
1064,B,267.91,0.479,0
1065,C,341.41,0.446,1
1066,A,228.29,0.217,0
1067,C,359.27,0.283,1
1068,A,380.17,0.467,1
1069,C,472.5,0.382,1
1070,D,299.09,0.051,1
1071,B,463.69,0.277,1
1072,C,487.41,0.298,1
1073,D,152.39,0.147,0
1074,C,154.84,0.233,0
1075,B,462.36,0.226,1
1076,B,247.58,0.458,0
1077,D,348.05,0.266,1
1078,C,35.04,0.499,0
1079,D,105.47,0.181,0
1080,D,397.36,0.02,1
1081,A,419.63,0.019,1
1082,C,174.55,0.291,0
1083,C,414.51,0.221,1
1084,D,18.09,0.33,0
1085,D,291.04,0.39,1
1086,B,104.37,0.497,0
1087,B,86.04,0.035,0
1088,B,112.39,0.386,0
1089,A,392.23,0.151,1
1090,B,351.29,0.159,1
1091,A,353.07,0.488,1
1092,C,139.99,0.354,0
1093,D,39.69,0.113,0
1094,B,77.14,0.427,0
1095,A,42.64,0.302,0
1096,B,264.75,0.071,0
1097,B,354.16,0.155,1
1098,A,18.02,0.491,0
1099,D,87.85,0.153,0
1100,D,101.08,0.268,0
1101,C,89.8,0.002,0
1102,D,482.58,0.22,1
1103,B,94.45,0.346,0
1104,D,322.04,0.457,1
1105,B,114.97,0.305,0
1106,C,337.94,0.499,1
1107,C,330.29,0.187,1
1108,C,400.43,0.207,1
1109,B,369.13,0.259,1
1110,C,127.38,0.464,0
1111,C,133.9,0.084,0
1112,B,321.38,0.203,1
1113,C,357.52,0.176,1
1114,A,497.11,0.181,1
1115,B,224.31,0.322,0
1116,D,88.03,0.176,0
1117,A,353.8,0.155,1
1118,C,284.56,0.127,1
1119,A,417.68,0.253,1
1120,D,33.85,0.091,0
1121,D,457.46,0.279,1
1122,A,496.85,0.271,1
1123,B,165.36,0.078,0
1124,D,352.81,0.129,1
1125,C,340.39,0.382,1
1126,C,429.03,0.451,1
1127,B,435.95,0.352,1
1128,B,131.78,0.406,0
1129,C,211.59,0.238,0
1130,B,469.46,0.354,1
1131,B,63.4,0.368,0
1132,A,282.81,0.003,1
1133,D,169.1,0.363,0
1134,C,309.7,0.427,1
1135,C,394.59,0.216,1
1136,A,124.73,0.305,0
1137,D,56.41,0.337,0
1138,D,226.96,0.028,0
1139,D,420.17,0.382,1
1140,D,133.46,0.021,0
1141,D,275.23,0.134,0
1142,A,137.22,0.277,0
1143,C,253.66,0.292,0
1144,A,419.99,0.122,1
1145,C,196.18,0.461,0
1146,D,411.1,0.105,1
1147,C,430.21,0.098,1
1148,B,428.29,0.466,1
1149,B,43.34,0.256,0
1150,D,221.24,0.423,0
1151,B,99.11,0.089,0
1152,C,379.3,0.132,1
1153,A,30.24,0.094,0
1154,A,85.08,0.201,0
1155,C,464.4,0.346,1
1156,D,146.61,0.411,0
1157,B,321.96,0.282,1
1158,A,319.63,0.187,1
1159,B,31.37,0.41,0
1160,D,372.38,0.085,1
1161,B,413.1,0.241,1
1162,B,80.12,0.251,0
1163,A,331.66,0.385,1
1164,B,286.94,0.35,1
1165,C,184.44,0.377,0
1166,A,182.94,0.133,0
1167,C,265.07,0.421,0
1168,D,64.93,0.024,0
1169,A,162.73,0.077,0
1170,C,234.72,0.063,0
1171,D,162.53,0.404,0
1172,B,39.72,0.051,0
1173,C,14.04,0.055,0
1174,B,222.01,0.292,0
1175,D,107.81,0.397,0
1176,B,290.78,0.363,1
1177,B,458.4,0.462,1
1178,B,496.94,0.343,1
1179,B,270.02,0.261,0
1180,A,451.01,0.343,1
1181,A,91.99,0.203,0
1182,B,467.46,0.073,1
1183,C,365.24,0.061,1
1184,B,228.31,0.002,0
1185,D,427.14,0.163,1
1186,C,137.35,0.484,0
1187,C,475.72,0.426,1
1188,A,161.72,0.456,0
1189,C,94.41,0.429,0
1190,C,53.76,0.019,0
1191,B,210.44,0.219,0
1192,C,281.53,0.234,1
1193,D,313.99,0.112,1
1194,C,469.86,0.327,1
1195,B,226.94,0.163,0
1196,A,278.87,0.128,1
1197,A,38.25,0.137,0
1198,D,428.01,0.13,1
1199,B,400.43,0.347,1
1200,C,187.13,0.455,0
1201,B,206.85,0.142,0
1202,B,143.38,0.492,0
1203,C,114.17,0.324,0
1204,B,446.12,0.061,1
1205,D,304.23,0.035,1
1206,A,392.19,0.225,1
1207,A,171.69,0.327,0
1208,B,160.02,0.268,0
1209,B,99.78,0.471,0
1210,B,431.07,0.488,1
1211,A,57.02,0.449,0
1212,D,443.55,0.246,1
1213,A,116.55,0.1,0
1214,A,402.83,0.087,1
1215,D,304.61,0.438,1
1216,D,420.61,0.093,1
1217,A,167.29,0.094,0
1218,D,145.16,0.205,0
1219,D,64.37,0.488,0
1220,D,478.98,0.152,1
1221,B,63.42,0.466,0
1222,D,200.05,0.428,0
1223,A,316.36,0.422,1
1224,C,62.91,0.328,0
1225,C,179.35,0.348,0
1226,A,328.98,0.431,1
1227,B,132.93,0.279,0
1228,C,404.29,0.379,1
1229,B,18.64,0.338,0
1230,C,385.11,0.116,1
1231,D,123.15,0.474,0
1232,A,85.51,0.025,0
1233,C,339.34,0.017,1
1234,A,175.34,0.083,0
1235,C,385.23,0.142,1
1236,A,192.71,0.023,0
1237,B,61.44,0.38,0
1238,A,334.42,0.267,1
1239,D,378.45,0.359,1
1240,A,271.57,0.29,0
1241,C,303.75,0.102,1
1242,D,300.19,0.482,1
1243,B,355.08,0.385,1
1244,A,444.09,0.457,1
1245,B,488.99,0.201,1
1246,C,258.36,0.409,0
1247,A,95.96,0.39,0
1248,C,63.5,0.326,0
1249,C,58.6,0.053,0
1250,D,421.1,0.146,1
1251,D,304.91,0.075,1
1252,C,190.85,0.356,0
1253,C,35.21,0.304,0
1254,A,189.44,0.392,0
1255,C,169.45,0.299,0
1256,D,135.77,0.4,0
1257,D,399.2,0.035,1
1258,A,216.74,0.349,0
1259,C,283.14,0.332,1
1260,C,25.61,0.483,0
1261,C,373.02,0.025,1
1262,A,48.45,0.336,0
1263,C,264.88,0.132,0
1264,A,38.39,0.232,0
1265,B,77.37,0.412,0
1266,A,398.07,0.128,1
1267,C,315.09,0.391,1
1268,D,410.3,0.352,1
1269,D,308.38,0.251,1
1270,B,446.73,0.314,1
1271,B,483.34,0.494,1
1272,D,407.35,0.225,1
1273,D,344.56,0.157,1
1274,A,425.63,0.04,1
1275,A,166.29,0.434,0
1276,D,422.49,0.091,1
1277,A,448.21,0.4,1
1278,B,279.65,0.206,1
1279,C,408.18,0.418,1
1280,A,301.63,0.099,1
1281,A,43.5,0.262,0
1282,D,414.49,0.113,1
1283,D,328.76,0.467,1
1284,B,13.1,0.303,0
1285,B,427.71,0.379,1
1286,D,364.01,0.194,1
1287,B,117.56,0.159,0
1288,B,82.62,0.139,0
1289,A,180.68,0.312,0
1290,D,247.57,0.071,0
1291,B,64.63,0.384,0
1292,A,258.08,0.258,0
1293,C,59.01,0.029,0
1294,A,457.78,0.38,1
1295,D,341.08,0.352,1
1296,A,383.7,0.395,1
1297,A,155.54,0.363,0
1298,A,449.27,0.482,1
1299,C,186.25,0.337,0
1300,A,296.76,0.17,1
1301,D,16.7,0.466,0
1302,D,438.14,0.275,1
1303,C,449.83,0.237,1
1304,C,395.85,0.02,1
1305,A,168.89,0.132,0
1306,D,354.72,0.098,1
1307,D,57.47,0.466,0
1308,B,277.34,0.239,0
1309,A,193.9,0.389,0
1310,B,354.71,0.052,1
1311,B,263.38,0.165,0
1312,B,131.08,0.396,0
1313,B,124.62,0.098,0
1314,C,70.63,0.172,0
1315,B,301.62,0.012,1
1316,C,451.12,0.03,1
1317,D,197.25,0.413,0
1318,D,351.96,0.019,1
1319,B,25.07,0.061,0
1320,A,279.34,0.453,1
1321,B,55.35,0.223,0
1322,C,373.16,0.489,1
1323,B,340.24,0.163,1
1324,D,245.17,0.012,0
1325,B,195.54,0.029,0
1326,D,366.58,0.147,1
1327,B,339.36,0.004,1
1328,B,81.17,0.055,0
1329,A,232.27,0.419,0
1330,A,94.22,0.256,0
1331,A,119.48,0.385,0
1332,A,136.51,0.418,0
1333,C,223.24,0.451,0
1334,B,186.96,0.059,0
1335,B,498.86,0.0,1
1336,C,367.44,0.405,1
1337,B,327.2,0.325,1
1338,B,107.19,0.389,0
1339,A,368.64,0.238,1
1340,D,394.86,0.003,1
1341,C,338.72,0.456,1
1342,C,223.93,0.271,0
1343,D,453.95,0.317,1
1344,A,288.04,0.312,1
1345,B,388.7,0.101,1
1346,D,168.72,0.295,0
1347,D,192.14,0.339,0
1348,B,165.96,0.063,0
1349,C,473.05,0.017,1
1350,C,224.08,0.223,0
1351,A,48.35,0.072,0
1352,D,130.86,0.489,0
1353,B,158.87,0.151,0
1354,C,46.51,0.083,0
1355,C,21.44,0.316,0
1356,A,335.37,0.332,1
1357,A,468.56,0.39,1
1358,D,273.24,0.116,0
1359,A,151.93,0.182,0
1360,C,52.64,0.199,0
1361,A,137.07,0.477,0
1362,B,32.08,0.085,0
1363,D,251.51,0.042,0
1364,C,366.67,0.148,1
1365,A,211.3,0.035,0
1366,D,243.11,0.293,0
1367,B,217.49,0.443,0
1368,A,451.52,0.167,1
1369,A,387.26,0.322,1
1370,D,107.86,0.061,0
1371,B,207.23,0.221,0
1372,D,179.04,0.244,0
1373,B,98.8,0.235,0
1374,D,202.17,0.039,0
1375,A,351.71,0.25,1
1376,B,402.12,0.409,1
1377,B,120.43,0.028,0
1378,C,493.43,0.004,1
1379,D,472.76,0.388,1
1380,C,42.84,0.316,0
1381,A,481.35,0.119,1
1382,D,165.07,0.017,0
1383,C,107.53,0.121,0
1384,D,87.32,0.178,0
1385,D,63.75,0.153,0
1386,C,307.28,0.306,1
1387,D,70.75,0.128,0
1388,D,165.12,0.15,0
1389,C,385.15,0.003,1
1390,A,466.77,0.274,1
1391,A,335.27,0.218,1
1392,A,185.06,0.159,0
1393,A,134.34,0.027,0
1394,D,12.99,0.175,0
1395,D,494.18,0.411,1
1396,A,37.2,0.067,0
1397,A,434.26,0.07,1
1398,A,390.8,0.143,1
1399,D,223.87,0.499,0
1400,B,462.89,0.446,1
1401,D,380.11,0.477,1
1402,B,404.21,0.402,1
1403,A,65.05,0.431,0
1404,D,105.47,0.1,0
1405,C,373.68,0.185,1
1406,D,352.48,0.445,1
1407,A,252.66,0.483,0
1408,D,278.6,0.236,1
1409,C,488.63,0.026,1
1410,C,426.69,0.414,1
1411,C,291.96,0.105,1
1412,A,135.58,0.39,0
1413,C,209.32,0.282,0
1414,A,358.72,0.149,1
1415,A,306.14,0.321,1
1416,D,16.0,0.109,0
1417,B,164.59,0.362,0
1418,D,172.83,0.097,0
1419,A,351.13,0.015,1
1420,A,285.05,0.299,1
1421,D,259.89,0.356,0
1422,C,479.58,0.056,1
1423,C,300.95,0.244,1
1424,D,162.16,0.416,0
1425,A,294.91,0.245,1
1426,B,245.93,0.059,0
1427,B,251.3,0.413,0
1428,D,101.95,0.054,0
1429,A,177.24,0.388,0
1430,D,14.44,0.164,0
1431,C,72.31,0.023,0
1432,B,359.97,0.041,1
1433,B,321.6,0.171,1
1434,B,185.61,0.364,0
1435,A,377.89,0.116,1
1436,D,224.26,0.403,0
1437,B,234.38,0.22,0
1438,D,195.5,0.059,0
1439,D,226.2,0.05,0
1440,C,31.22,0.44,0
1441,D,422.0,0.275,1
1442,C,165.56,0.466,0
1443,A,199.26,0.213,0
1444,C,238.36,0.25,0
1445,C,80.18,0.37,0
1446,B,98.33,0.087,0
1447,C,433.99,0.196,1
1448,A,398.67,0.177,1
1449,B,139.29,0.433,0
1450,A,486.36,0.265,1
1451,A,458.63,0.468,1
1452,C,271.07,0.019,0
1453,D,135.15,0.263,0
1454,A,18.89,0.473,0
1455,C,341.35,0.083,1
1456,B,21.91,0.16,0
1457,A,180.08,0.276,0
1458,C,92.6,0.191,0
1459,D,401.42,0.257,1
1460,D,188.07,0.208,0
1461,A,257.23,0.177,0
1462,D,37.71,0.376,0
1463,B,298.41,0.459,1
1464,C,429.0,0.255,1
1465,A,415.58,0.028,1
1466,B,226.54,0.279,0
1467,A,435.83,0.412,1
1468,A,133.98,0.449,0
1469,A,160.12,0.358,0
1470,D,170.01,0.259,0
1471,A,223.77,0.028,0
1472,D,342.98,0.077,1
1473,B,301.21,0.481,1
1474,A,178.24,0.271,0
1475,B,447.9,0.404,1
1476,B,492.87,0.052,1
1477,A,228.95,0.396,0
1478,B,479.59,0.04,1
1479,D,148.0,0.391,0
1480,B,28.74,0.146,0
1481,B,374.61,0.066,1
1482,B,254.62,0.181,0
1483,D,244.68,0.095,0
1484,C,78.42,0.104,0
1485,C,331.01,0.211,1
1486,A,34.81,0.347,0
1487,A,36.21,0.198,0
1488,A,259.75,0.267,0
1489,A,305.43,0.036,1
1490,A,294.95,0.055,1
1491,D,108.37,0.087,0
1492,D,189.63,0.237,0
1493,B,384.51,0.209,1
1494,B,231.45,0.482,0
1495,B,111.87,0.391,0
1496,C,470.83,0.327,1
1497,B,85.37,0.098,0
1498,B,338.6,0.229,1
1499,D,274.15,0.251,0
1500,B,184.05,0.305,0
1501,A,160.23,0.289,0
1502,D,342.68,0.498,1
1503,C,132.17,0.394,0
1504,C,46.82,0.399,0
1505,C,349.7,0.257,1
1506,A,95.69,0.479,0
1507,C,191.01,0.479,0
1508,A,53.13,0.149,0
1509,B,491.39,0.147,1
1510,B,430.68,0.312,1
1511,A,21.38,0.418,0
1512,C,179.55,0.484,0
1513,B,285.26,0.33,1
1514,C,143.14,0.24,0
1515,B,470.15,0.12,1
1516,C,477.81,0.103,1
1517,C,43.42,0.268,0
1518,B,280.81,0.495,1
1519,A,301.36,0.39,1
1520,C,367.66,0.313,1
1521,B,318.86,0.44,1
1522,C,56.7,0.163,0
1523,C,452.42,0.203,1
1524,D,30.88,0.274,0
1525,D,177.73,0.267,0
1526,A,301.66,0.281,1
1527,B,34.17,0.406,0
1528,C,122.35,0.054,0
1529,A,366.7,0.47,1
1530,A,94.48,0.356,0
1531,D,330.08,0.326,1
1532,A,144.62,0.271,0
1533,C,445.36,0.469,1
1534,B,330.87,0.061,1
1535,D,349.81,0.384,1
1536,C,258.37,0.327,0
1537,A,132.91,0.305,0
1538,C,369.64,0.003,1
1539,A,229.19,0.044,0
1540,C,357.32,0.433,1
1541,A,305.6,0.194,1
1542,C,437.16,0.428,1
1543,A,148.3,0.207,0
1544,D,157.14,0.21,0
1545,B,315.57,0.01,1
1546,C,329.16,0.25,1
1547,D,352.9,0.274,1
1548,B,310.34,0.389,1
1549,B,344.96,0.256,1
1550,D,305.79,0.363,1
1551,A,239.92,0.475,0
1552,A,377.55,0.075,1
1553,C,275.96,0.486,0
1554,A,486.83,0.467,1
1555,B,148.03,0.423,0
1556,D,319.88,0.094,1
1557,A,42.67,0.142,0
1558,A,396.6,0.262,1
1559,B,176.35,0.112,0
1560,A,162.52,0.223,0
1561,B,168.13,0.234,0
1562,D,176.14,0.261,0
1563,A,194.95,0.073,0
1564,B,47.56,0.385,0
1565,B,132.62,0.145,0
1566,D,203.57,0.327,0
1567,D,50.24,0.229,0
1568,C,91.8,0.342,0
1569,D,196.62,0.301,0
1570,D,147.89,0.454,0
1571,A,271.05,0.27,0
1572,D,164.95,0.049,0
1573,D,95.39,0.439,0
1574,A,141.74,0.393,0
1575,A,322.87,0.351,1
1576,A,182.26,0.352,0
1577,D,36.66,0.035,0
1578,C,336.76,0.138,1
1579,C,202.08,0.128,0
1580,A,165.01,0.345,0
1581,D,232.01,0.43,0
1582,B,291.19,0.015,1
1583,B,495.44,0.383,1
1584,B,443.23,0.254,1
1585,B,53.13,0.214,0
1586,D,360.14,0.134,1
1587,D,265.59,0.233,0
1588,A,31.37,0.193,0
1589,C,157.92,0.457,0
1590,A,121.87,0.404,0
1591,A,485.91,0.16,1
1592,A,116.39,0.359,0
1593,C,390.17,0.063,1
1594,B,196.44,0.188,0
1595,C,228.42,0.38,0
1596,A,257.49,0.207,0
1597,A,213.32,0.47,0
1598,B,121.35,0.243,0
1599,A,327.46,0.169,1
1600,C,156.12,0.296,0
1601,C,250.29,0.448,0
1602,C,74.53,0.049,0
1603,C,297.25,0.103,1
1604,A,261.43,0.34,0
1605,A,222.42,0.331,0
1606,B,309.88,0.099,1
1607,B,368.72,0.472,1
1608,B,315.41,0.117,1
1609,C,442.12,0.293,1
1610,D,415.54,0.276,1
1611,D,388.45,0.176,1
1612,C,304.69,0.315,1
1613,C,250.95,0.146,0
1614,A,83.08,0.28,0
1615,C,95.06,0.186,0
1616,D,378.44,0.162,1
1617,A,188.17,0.357,0
1618,A,434.0,0.234,1
1619,B,443.35,0.342,1
1620,B,494.65,0.187,1
1621,D,164.13,0.04,0
1622,C,412.62,0.457,1
1623,B,136.23,0.009,0
1624,C,257.82,0.234,0
1625,D,153.24,0.423,0
1626,A,185.47,0.079,0
1627,A,481.24,0.443,1
1628,C,215.42,0.032,0
1629,B,85.59,0.484,0
1630,B,120.22,0.462,0
1631,A,243.38,0.289,0
1632,B,436.81,0.097,1
1633,D,248.34,0.138,0
1634,A,139.46,0.496,0
1635,C,185.7,0.327,0
1636,D,240.95,0.052,0
1637,A,26.01,0.137,0
1638,C,451.16,0.19,1
1639,A,261.0,0.111,0
1640,B,160.93,0.403,0
1641,B,168.96,0.159,0
1642,B,47.99,0.367,0
1643,C,38.26,0.214,0
1644,D,452.03,0.322,1
1645,A,387.57,0.102,1
1646,D,300.33,0.413,1
1647,C,125.04,0.364,0
1648,B,386.68,0.344,1
1649,B,107.78,0.216,0
1650,C,116.51,0.29,0
1651,A,420.37,0.331,1
1652,A,168.08,0.086,0
1653,D,263.35,0.478,0
1654,D,315.04,0.155,1
1655,D,333.22,0.184,1
1656,A,264.72,0.317,0
1657,D,419.11,0.336,1
1658,B,420.37,0.186,1
1659,A,282.26,0.028,1
1660,C,371.22,0.25,1
1661,B,351.95,0.143,1
1662,A,158.9,0.023,0
1663,C,474.84,0.384,1
1664,B,154.67,0.469,0
1665,C,26.15,0.324,0
1666,D,274.15,0.223,0
1667,B,353.37,0.263,1
1668,C,463.09,0.158,1
1669,A,318.84,0.253,1
1670,A,323.97,0.46,1
1671,B,366.49,0.318,1
1672,A,233.93,0.444,0
1673,B,176.11,0.122,0
1674,C,464.84,0.073,1
1675,B,473.4,0.054,1
1676,C,211.14,0.083,0
1677,A,117.46,0.461,0
1678,D,428.73,0.325,1
1679,C,188.51,0.202,0
1680,D,451.42,0.069,1
1681,D,494.71,0.489,1
1682,B,318.49,0.069,1
1683,A,159.02,0.355,0
1684,B,246.28,0.353,0
1685,B,161.71,0.244,0
1686,A,461.87,0.314,1
1687,D,469.04,0.039,1
1688,D,316.83,0.439,1
1689,C,153.89,0.166,0
1690,B,283.07,0.205,1
1691,D,173.71,0.461,0
1692,D,244.1,0.193,0
1693,C,156.92,0.44,0
1694,B,268.2,0.307,0
1695,C,78.96,0.397,0
1696,D,465.08,0.01,1
1697,D,315.26,0.243,1
1698,A,65.0,0.212,0
1699,B,252.15,0.268,0
1700,C,38.57,0.354,0
1701,B,362.65,0.464,1
1702,C,470.61,0.281,1
1703,B,91.89,0.076,0
1704,B,471.26,0.364,1
1705,A,116.56,0.413,0
1706,C,53.36,0.149,0
1707,A,14.36,0.24,0
1708,D,264.14,0.049,0
1709,A,89.05,0.387,0
1710,B,112.49,0.083,0
1711,D,93.46,0.023,0
1712,B,119.13,0.208,0
1713,D,333.87,0.361,1
1714,B,159.08,0.316,0
1715,C,493.18,0.203,1
1716,B,304.55,0.278,1
1717,A,224.78,0.277,0
1718,A,431.25,0.264,1
1719,B,173.04,0.005,0
1720,A,412.34,0.122,1
1721,D,407.57,0.098,1
1722,B,460.24,0.096,1
1723,D,92.98,0.175,0
1724,C,82.39,0.117,0
1725,D,85.81,0.058,0
1726,C,346.08,0.238,1
1727,A,279.62,0.313,1
1728,C,173.0,0.41,0
1729,A,478.88,0.431,1
1730,D,166.78,0.252,0
1731,D,350.77,0.219,1
1732,C,24.01,0.133,0
1733,A,83.46,0.233,0
1734,B,162.6,0.155,0
1735,D,440.06,0.089,1
1736,A,170.31,0.33,0
1737,D,342.4,0.145,1
1738,A,149.23,0.087,0
1739,B,308.04,0.395,1
1740,A,251.12,0.166,0
1741,B,142.67,0.307,0
1742,C,33.99,0.313,0
1743,D,209.12,0.233,0
1744,D,372.19,0.337,1
1745,A,214.17,0.132,0
1746,D,69.47,0.074,0
1747,D,258.86,0.044,0
1748,D,375.35,0.356,1
1749,A,262.98,0.353,0
1750,A,348.41,0.448,1
1751,C,175.76,0.344,0
1752,D,246.59,0.208,0
1753,A,248.58,0.467,0
1754,B,498.0,0.409,1
1755,B,333.0,0.455,1
1756,A,119.53,0.092,0
1757,B,364.49,0.361,1
1758,B,453.0,0.44,1
1759,A,470.3,0.154,1
1760,B,120.72,0.078,0
1761,C,210.42,0.418,0
1762,D,301.59,0.25,1
1763,A,333.19,0.095,1
1764,B,470.7,0.255,1
1765,D,276.86,0.231,0
1766,C,55.04,0.077,0
1767,B,36.97,0.493,0
1768,B,369.54,0.296,1
1769,B,330.22,0.208,1
1770,B,152.65,0.009,0
1771,B,187.51,0.098,0
1772,D,102.4,0.48,0
1773,D,461.98,0.255,1
1774,D,370.43,0.466,1
1775,B,339.71,0.423,1
1776,B,279.69,0.239,1
1777,A,246.59,0.023,0
1778,B,354.69,0.191,1
1779,B,73.95,0.104,0
1780,B,59.98,0.271,0
1781,A,462.42,0.035,1
1782,C,39.0,0.37,0
1783,C,368.05,0.453,1
1784,B,186.12,0.493,0
1785,A,460.91,0.442,1
1786,C,386.62,0.324,1
1787,C,385.62,0.224,1
1788,C,185.69,0.103,0
1789,D,476.4,0.319,1
1790,C,33.5,0.422,0
1791,D,138.18,0.127,0
1792,D,68.88,0.334,0
1793,C,47.37,0.395,0
1794,A,158.7,0.052,0
1795,B,89.31,0.113,0
1796,D,183.61,0.204,0
1797,A,409.96,0.366,1
1798,A,91.97,0.299,0
1799,B,363.62,0.011,1
1800,D,25.0,0.1,0
1801,D,160.15,0.126,0
1802,C,191.75,0.229,0
1803,D,480.18,0.457,1
1804,D,220.68,0.357,0
1805,C,292.16,0.424,1
1806,A,280.11,0.129,1
1807,C,54.83,0.291,0
1808,B,92.6,0.127,0
1809,A,14.16,0.304,0
1810,D,156.75,0.39,0
1811,B,231.27,0.335,0
1812,D,461.28,0.03,1
1813,C,347.85,0.341,1
1814,A,86.03,0.346,0
1815,A,199.95,0.434,0
1816,C,140.66,0.191,0
1817,C,34.97,0.119,0
1818,C,218.29,0.299,0
1819,C,134.63,0.347,0
1820,D,267.14,0.04,0
1821,D,241.34,0.44,0
1822,A,132.01,0.288,0
1823,C,304.13,0.069,1
1824,A,483.84,0.071,1
1825,C,111.33,0.276,0
1826,B,128.35,0.24,0
1827,D,418.76,0.08,1
1828,D,294.88,0.159,1
1829,D,133.59,0.089,0
1830,B,171.7,0.366,0
1831,B,368.49,0.135,1
1832,A,306.2,0.42,1
1833,B,476.97,0.04,1
1834,A,317.82,0.459,1
1835,B,329.21,0.264,1
1836,C,356.26,0.185,1
1837,C,306.71,0.302,1
1838,B,61.09,0.014,0
1839,B,226.91,0.497,0
1840,D,189.54,0.352,0
1841,B,251.67,0.143,0
1842,A,45.19,0.125,0
1843,C,227.29,0.172,0
1844,C,27.2,0.124,0
1845,C,431.79,0.453,1
1846,A,24.58,0.02,0
1847,B,337.87,0.407,1
1848,A,219.92,0.351,0
1849,D,13.19,0.231,0
1850,D,419.77,0.016,1
1851,A,434.1,0.089,1
1852,B,416.76,0.155,1
1853,A,471.88,0.393,1
1854,D,194.29,0.119,0
1855,D,323.95,0.401,1
1856,A,73.45,0.253,0
1857,B,140.33,0.12,0
1858,A,326.82,0.271,1
1859,B,219.46,0.244,0
1860,A,32.45,0.334,0
1861,D,220.92,0.07,0
1862,D,284.95,0.08,1
1863,D,436.92,0.349,1
1864,D,196.88,0.118,0
1865,A,257.1,0.138,0
1866,B,368.12,0.298,1
1867,C,344.68,0.24,1
1868,D,169.06,0.42,0
1869,C,84.28,0.015,0
1870,C,190.41,0.335,0
1871,B,57.03,0.179,0
1872,D,30.96,0.103,0
1873,A,13.3,0.02,0
1874,A,231.68,0.239,0
1875,C,130.5,0.021,0
1876,B,34.12,0.067,0
1877,A,350.52,0.431,1
1878,A,321.18,0.399,1
1879,B,295.16,0.433,1
1880,B,301.09,0.006,1
1881,D,271.03,0.258,0
1882,C,275.83,0.125,0
1883,B,389.32,0.071,1
1884,C,146.33,0.154,0
1885,B,171.12,0.189,0
1886,B,401.04,0.213,1
1887,B,75.93,0.454,0
1888,B,283.76,0.19,1
1889,D,21.5,0.147,0
1890,D,358.97,0.131,1
1891,A,220.8,0.224,0
1892,A,34.35,0.059,0
1893,D,70.52,0.161,0
1894,C,60.36,0.018,0
1895,D,497.6,0.119,1
1896,C,150.17,0.318,0
1897,A,450.46,0.001,1
1898,B,284.88,0.445,1
1899,C,413.97,0.254,1
1900,D,258.04,0.438,0
1901,C,78.53,0.028,0
1902,A,404.58,0.141,1
1903,C,343.17,0.439,1
1904,A,234.47,0.062,0
1905,D,15.24,0.311,0
1906,B,399.81,0.442,1
1907,A,458.2,0.163,1
1908,D,368.33,0.066,1
1909,D,329.41,0.253,1
1910,B,320.25,0.462,1
1911,D,256.37,0.204,0
1912,D,432.95,0.007,1
1913,D,473.94,0.192,1
1914,C,104.94,0.252,0
1915,C,121.48,0.322,0
1916,D,74.76,0.079,0
1917,A,185.23,0.469,0
1918,D,321.74,0.37,1
1919,C,372.61,0.132,1
1920,C,377.83,0.175,1
1921,C,155.52,0.474,0
1922,A,177.48,0.11,0
1923,C,493.74,0.132,1
1924,A,379.26,0.079,1
1925,D,135.62,0.195,0
1926,C,165.25,0.277,0
